0.000000000000000000e+00 3.373400000000015098e+01 -3.543821428571420284e+01 -3.382738636363640694e+01 -3.100843750000004206e+01 2.785839160839128081e-01
1.200000000000000000e+02 2.849227010744259658e+01 -3.399619737478521841e+01 -3.374024268039008945e+01 -3.092855579035758140e+01 2.786424018761651245e-01
2.400000000000000000e+02 1.990408175180679962e+01 -2.933348317274424488e+01 -3.325341659835932262e+01 -3.048229854849604337e+01 2.786508614009532425e-01
3.600000000000000000e+02 1.630172318412648025e+01 -2.482899451178229810e+01 -3.221103870473752551e+01 -2.952678547934273112e+01 2.786468130851156855e-01
4.800000000000000000e+02 1.263276974105043138e+01 -2.273279524272021845e+01 -3.106175488457862954e+01 -2.847327531086374464e+01 2.786313161903866686e-01
6.000000000000000000e+02 9.354473791281403550e+00 -2.050850877502112724e+01 -3.010972194216805065e+01 -2.760057844698737739e+01 2.786134840975272309e-01
7.200000000000000000e+02 7.764193763649895885e+00 -1.912482683934043592e+01 -2.917823558580953502e+01 -2.674671595365873955e+01 2.785935958696211801e-01
8.400000000000000000e+02 5.791811792267509418e+00 -1.811878495173134240e+01 -2.829669571220107827e+01 -2.593863773618432234e+01 2.785751667244241170e-01
9.600000000000000000e+02 4.758569583313887463e+00 -1.716799728033205596e+01 -2.747044831445051827e+01 -2.518124428824630812e+01 2.785575859277047428e-01
1.080000000000000000e+03 3.235960474156307498e+00 -1.670195892456696996e+01 -2.664691837680150499e+01 -2.442634184540137809e+01 2.785423175813040442e-01
1.200000000000000000e+03 2.370454235520957909e+00 -1.600811167012050262e+01 -2.587688837553498544e+01 -2.372048101090706851e+01 2.785287374980806030e-01
1.320000000000000000e+03 1.502979228183320970e+00 -1.576949980976939614e+01 -2.511508891004853439e+01 -2.302216483421115711e+01 2.785176919568274068e-01
1.440000000000000000e+03 1.112774279260264620e+00 -1.525011106307427688e+01 -2.439497910726034746e+01 -2.236206418165531673e+01 2.785087973748974211e-01
1.560000000000000000e+03 5.522234823716054564e-01 -1.510231865839311105e+01 -2.369759259374516347e+01 -2.172279321093306592e+01 2.785026919903254017e-01
1.680000000000000000e+03 9.490609573536978871e-02 -1.468342068169344827e+01 -2.303100687282168835e+01 -2.111175630008654736e+01 2.784991460137594133e-01
1.800000000000000000e+03 -2.824938023442413737e-01 -1.455004133173305014e+01 -2.239707361260003537e+01 -2.053065081155003213e+01 2.784985845761555612e-01
1.920000000000000000e+03 -4.364208204404862457e+00 -1.419904101658048923e+01 -2.178635694344655960e+01 -1.997082719815934482e+01 2.785007319045662011e-01
2.040000000000000000e+03 -1.056290731511722036e+01 -1.412151180666677774e+01 -2.121230453373914315e+01 -1.944461248926088004e+01 2.785057131631361593e-01
2.160000000000000000e+03 -1.465772709347779035e+01 -1.402021807823938637e+01 -2.065662193772252309e+01 -1.893523677624564527e+01 2.785130776273843645e-01
2.280000000000000000e+03 -1.867283725198554123e+01 -1.434600291945413808e+01 -2.013746284333310399e+01 -1.845934093972201140e+01 2.785226391933755541e-01
2.400000000000000000e+03 -2.232112714736134151e+01 -1.479364277842825182e+01 -1.963411562918106767e+01 -1.799793932674931085e+01 2.785337658392506022e-01
2.520000000000000000e+03 -2.151900095764758092e+01 -1.556113343615450439e+01 -1.916617931951672560e+01 -1.756899770955699935e+01 2.785460392854959277e-01
2.640000000000000000e+03 -1.828080671978437977e+01 -1.631471792430743051e+01 -1.871518387432241326e+01 -1.715558521812887705e+01 2.785587271750403215e-01
2.760000000000000000e+03 -1.696675456379947988e+01 -1.711719177689590055e+01 -1.830100238351629471e+01 -1.677591885155660378e+01 2.785713056950840372e-01
2.880000000000000000e+03 -1.567678354095147775e+01 -1.764345257566216318e+01 -1.790872614863267387e+01 -1.641633230291328260e+01 2.785830558647267030e-01
3.000000000000000000e+03 -1.450613297619640640e+01 -1.803013091812274382e+01 -1.755580277067406314e+01 -1.609281920645122455e+01 2.785934773498234818e-01
3.120000000000000000e+03 -1.644099928503939267e+01 -1.819318101723320069e+01 -1.722855053617018939e+01 -1.579283799148933909e+01 2.786019698316112292e-01
3.240000000000000000e+03 -1.977089611713900297e+01 -1.832998198170862025e+01 -1.693905234179588604e+01 -1.552746464664622650e+01 2.786081593312932370e-01
3.360000000000000000e+03 -2.196075479131920360e+01 -1.843042490679635748e+01 -1.667311269139187502e+01 -1.528368663377588277e+01 2.786116395163610870e-01
3.480000000000000000e+03 -2.392620826227864583e+01 -1.869244808357160537e+01 -1.643776356354230828e+01 -1.506794993324711562e+01 2.786122279841088401e-01
3.600000000000000000e+03 -2.591619097335806643e+01 -1.904696243875975625e+01 -1.622000229094565782e+01 -1.486833543336685182e+01 2.786097515151838011e-01
3.720000000000000000e+03 -2.526094488005381322e+01 -1.953449641643764068e+01 -1.602516707734738688e+01 -1.468973648756843886e+01 2.786042468663025851e-01
3.840000000000000000e+03 -2.347959210885819203e+01 -2.003372708688174697e+01 -1.584389532558860836e+01 -1.452357071512289011e+01 2.785957797332763719e-01
3.960000000000000000e+03 -2.259261339498053189e+01 -2.052891631284392204e+01 -1.568194400482695094e+01 -1.437511533775803763e+01 2.785846020738023676e-01
4.080000000000000000e+03 -2.186993774967360693e+01 -2.088670388239410514e+01 -1.553347082597475293e+01 -1.423901492381018841e+01 2.785709980530428620e-01
4.200000000000000000e+03 -2.110866310566228421e+01 -2.114511770586828732e+01 -1.540379742873921742e+01 -1.412014764301094871e+01 2.785554076591136297e-01
4.320000000000000000e+03 -2.059852531858008362e+01 -2.128821727816631793e+01 -1.528824118066716409e+01 -1.401422108227823315e+01 2.785382950150029902e-01
4.440000000000000000e+03 -1.982615408294807580e+01 -2.137926885712497693e+01 -1.518998710168263244e+01 -1.392415484320907915e+01 2.785202460775942357e-01
4.560000000000000000e+03 -1.942125058593413556e+01 -2.139311072358676924e+01 -1.510394494617382222e+01 -1.384528286732600222e+01 2.785018559612472688e-01
4.680000000000000000e+03 -1.882331696375727503e+01 -2.137577952418188332e+01 -1.503118304446105924e+01 -1.377858445742263704e+01 2.784838068392426202e-01
4.800000000000000000e+03 -1.846798146987471512e+01 -2.130501789766978860e+01 -1.496674781215451766e+01 -1.371951882780830800e+01 2.784667716820998784e-01
4.920000000000000000e+03 -1.802983358230858357e+01 -2.121843707077809782e+01 -1.491097763354024330e+01 -1.366839616407855473e+01 2.784514770968686825e-01
5.040000000000000000e+03 -1.777212419174478697e+01 -2.109737627478810396e+01 -1.485983927035692531e+01 -1.362151933116051339e+01 2.784386213523228903e-01
5.160000000000000000e+03 -1.741740996417928500e+01 -2.097184307500755907e+01 -1.481360694496853192e+01 -1.357913969955448685e+01 2.784289257782590066e-01
5.280000000000000000e+03 -1.714712566501685842e+01 -2.082531173781162437e+01 -1.476923072416301963e+01 -1.353846149714943436e+01 2.784230652631787817e-01
5.400000000000000000e+03 -1.684884717413637034e+01 -2.068092721046101090e+01 -1.472709404832177249e+01 -1.349983621096162345e+01 2.784217109631674791e-01
5.520000000000000000e+03 -1.688204072673937617e+01 -2.052224804746468578e+01 -1.468499686574312513e+01 -1.346124712693119641e+01 2.784254716929311924e-01
5.640000000000000000e+03 -1.711989294151749874e+01 -2.037124900607840061e+01 -1.464345082805347609e+01 -1.342316325904901930e+01 2.784349300240483438e-01
5.760000000000000000e+03 -1.716160592014048802e+01 -2.022165397236350870e+01 -1.460092055774260622e+01 -1.338417717793072192e+01 2.784505931795878131e-01
5.880000000000000000e+03 -1.725503394010252478e+01 -2.009743742555031787e+01 -1.455800146418649987e+01 -1.334483467550429125e+01 2.784729240873052292e-01
6.000000000000000000e+03 -1.726943073047926092e+01 -1.998598719644244426e+01 -1.451365693935434820e+01 -1.330418552774148466e+01 2.785023005430312670e-01
6.120000000000000000e+03 -1.615613145459104771e+01 -1.989306412418821068e+01 -1.446856200740235998e+01 -1.326284850678549532e+01 2.785390423848205788e-01
6.240000000000000000e+03 -1.425181391643692841e+01 -1.978969326795100514e+01 -1.442212191853663583e+01 -1.322027842532524922e+01 2.785833778177853048e-01
6.360000000000000000e+03 -1.310129046007113551e+01 -1.965160646109240972e+01 -1.437512090694179889e+01 -1.317719416469664750e+01 2.786354675640603795e-01
6.480000000000000000e+03 -1.185150988548411277e+01 -1.943403598683270062e+01 -1.432725658747328801e+01 -1.313331853851718023e+01 2.786953773514827537e-01
6.600000000000000000e+03 -1.081604911742295450e+01 -1.914371680050054536e+01 -1.427916644005231817e+01 -1.308923590338129017e+01 2.787630996579226195e-01
6.720000000000000000e+03 -8.694735865654390494e+00 -1.878923035635386896e+01 -1.423034915633580866e+01 -1.304448672664115705e+01 2.788385314677477855e-01
6.840000000000000000e+03 -5.957891008055993254e+00 -1.838059061241027692e+01 -1.418078654205560873e+01 -1.299905433021764090e+01 2.789214940544492149e-01
6.960000000000000000e+03 -3.937340448917359126e+00 -1.788864695801058957e+01 -1.412937110354754644e+01 -1.295192351158524957e+01 2.790117152072473239e-01
7.080000000000000000e+03 -1.930105620277622336e+00 -1.729891976034420509e+01 -1.407543416152525673e+01 -1.290248131473148341e+01 2.791088473696887173e-01
7.200000000000000000e+03 -1.012591454605527019e-01 -1.660927880457155581e+01 -1.401759048272815456e+01 -1.284945794250080731e+01 2.792124536314637417e-01
7.320000000000000000e+03 2.399941261040927643e+00 -1.584903522291623368e+01 -1.395492147862058196e+01 -1.279201135540219880e+01 2.793220244493255233e-01
7.440000000000000000e+03 5.379037240977213585e+00 -1.502141215868706503e+01 -1.388588339011361050e+01 -1.272872644093747674e+01 2.794369667840141958e-01
7.560000000000000000e+03 7.715089325260215958e+00 -1.412196604746312012e+01 -1.380927282109006349e+01 -1.265850008599922383e+01 2.795566195629053952e-01
7.680000000000000000e+03 1.010064574761093681e+01 -1.313456426940070543e+01 -1.372346240527608074e+01 -1.257984053816973891e+01 2.796802454176626207e-01
7.800000000000000000e+03 1.222989861239720533e+01 -1.207081125098228824e+01 -1.362729742166085067e+01 -1.249168930318911208e+01 2.798070449983521835e-01
7.920000000000000000e+03 1.266460219562182132e+01 -1.094947354591850974e+01 -1.351939379006421227e+01 -1.239277764089219325e+01 2.799361508346071004e-01
8.040000000000000000e+03 1.190346082717086418e+01 -9.810033220462571535e+00 -1.339875102766460557e+01 -1.228218844202588755e+01 2.800666405747509469e-01
8.160000000000000000e+03 1.213217719395909278e+01 -8.706260736797968747e+00 -1.326414718366850920e+01 -1.215880158502946529e+01 2.801975325528870964e-01
8.280000000000000000e+03 1.220052218544775968e+01 -7.698236922914475144e+00 -1.311478732794547497e+01 -1.202188838395001902e+01 2.803277980007853332e-01
8.400000000000000000e+03 1.247744262926153702e+01 -6.790684361970404481e+00 -1.294997949699034301e+01 -1.187081453890781368e+01 2.804563579577543653e-01
8.520000000000000000e+03 1.224620179316482371e+01 -5.963925681624054675e+00 -1.276980098647091744e+01 -1.170565090426500809e+01 2.805820944864840238e-01
8.640000000000000000e+03 1.168636098958453218e+01 -5.202788037013254652e+00 -1.257481231778631425e+01 -1.152691129130412051e+01 2.807038486124959764e-01
8.760000000000000000e+03 1.153898397999375547e+01 -4.513895677047280230e+00 -1.236641708165254627e+01 -1.133588232484816771e+01 2.808204305674424361e-01
8.880000000000000000e+03 1.134554918116181810e+01 -3.898246879905872042e+00 -1.214628357646625822e+01 -1.113409327842740382e+01 2.809306184931376071e-01
9.000000000000000000e+03 1.129365630950873722e+01 -3.352095225122602162e+00 -1.191640838454861928e+01 -1.092337435250290056e+01 2.810331677361451730e-01
9.120000000000000000e+03 1.043593007725385213e+01 -2.858821823199773071e+00 -1.167864998230936635e+01 -1.070542915045025190e+01 2.811268100983080331e-01
